Gene	"Gene synonym"	Uniprot
PRG4	"bG174L6.2, CACP, FLJ32635, HAPO, JCAP, MSF, SZP"	Q92954
PRICKLE1	"EPM1B, FLJ31937, RILP"	Q96MT3
PRICKLE2	DKFZp686D143	Q7Z3G6
PRICKLE3	LMO6	O43900
PRIM1		P49642
PRIMPOL	"CCDC111, FLJ33167"	Q96LW4
PRKACA	PKACa	P17612
PRKACB	PKACb	P22694
PRKACG	PKACg	P22612
PRKAG2	"AAKG, AAKG2, CMH6, H91620p, WPWS"	Q9UGJ0
PRKAR1A	"CNC1, PRKAR1, TSE1"	P10644
PRKAR1B		P31321
PRKCD		Q05655
PRKCG	"MGC57564, PKCC, PKCG, PKCgamma, SCA14"	P05129
PRKCH	"PKC-L, PKCL, PRKCL"	P24723
PRKCSH	"G19P1, GIIB, PCLD, PLD1, VASAP-60"	P14314
PRKD1	"PKC-mu, PKCM, PKD, PRKCM"	Q15139
PRKDC	"DNA-PKC, DNA-PKcs, DNAPK, DNAPKc, DNPK1, HYRC, HYRC1, p350, p460, XRCC7"	P78527
PRKG1	"PGK, PKG, PKG1, PRKG1B, PRKGR1B"	Q13976
PRKG2	"cGKII, PKG2, PRKGR2"	Q13237
PRKN	"AR-JP, PARK2, parkin, PDJ"	O60260
PRKRA	"DYT16, HSD14, PACT, RAX"	O75569
PRKX	PKX1	P51817
PRLR		P16471
PRMT7	"FLJ10640, KIAA1933"	Q9NVM4
PRNP	"AltPrP, CD230, CJD, GSS, PRIP, PRP"	P04156
PROC		P04070
PRODH	"HSPOX2, PIG6, PRODH1, PRODH2, TP53I6"	O43272
PROK2	"BV8, KAL4, MIT1, PK2"	Q9HC23
PROKR2	"dJ680N4.3, GPR73b, GPR73L1, GPRg2, KAL3, PKR2"	Q8NFJ6
PROM1	"AC133, CD133, CORD12, MCDR2, PROML1, RP41, STGD4"	O43490
PROP1		O75360
PRORP	"KIAA0391, MRPP3"	O15091
PROS1	PROS	P07225
PRPF3	"hPrp3, Prp3, RP18, SNRNP90"	O43395
PRPF31	"hPrp31, NY-BR-99, PRP31, RP11, SNRNP61"	Q8WWY3
PRPF4	"HPRP4, HPRP4P, PRP4, Prp4p, SNRNP60"	O43172
PRPF6	"ANT-1, bB152O15.1, C20orf14, hPrp6, Prp6, RP60, SNRNP102, TOM, U5-102K"	O94906
PRPF8	"hPrp8, Prp8, PRPC8, RP13, SNRNP220"	Q6P2Q9
PRPH	"NEF4, PRPH1"	P41219
PRPH2	"CACD2, rd2, RDS, RP7, TSPAN22"	P23942
PRPS1	"CMTX5, DFN2, DFNX1, PPRibP, PRS-I"	P60891
PRR12	KIAA1205	Q9ULL5
PRRT2	"DKFZp547J199, DSPB3, DYT10, EKD1, FICCA, FLJ25513, ICCA, IFITMD1, PKC"	Q7Z6L0
PRRX1	"PHOX1, PMX1"	P54821
PRSS1	TRY1	P07477
PRSS12	"BSSP-3, MRT1"	P56730
PRSS37		A4D1T9
PRSS56		P0CW18
PRTN3	"ACPA, AGP7, C-ANCA, MBT, P29, PR-3"	P24158
PRUNE1	"DRES-17, H-PRUNE, HTCD37, PRUNE"	Q86TP1
PRX	KIAA1620	Q9BXM0
PSAP	"GLBA, SAP1, SAP2"	P07602
PSAT1	"PSA, PSAT"	Q9Y617
PSEN1	"AD3, FAD, PS1, S182"	P49768
PSEN2	"AD3L, AD4, PS2, STM2"	P49810
PSENEN	PEN2	Q9NZ42
PSIP1	"DFS70, LEDGF, p52, p75, PSIP2"	O75475
PSMB10	"beta2i, LMP10, MECL1, MGC1665"	P40306
PSMB4	"HN3, PROS26"	P28070
PSMB8	"beta5i, D6S216E, LMP7, PSMB5i, RING10"	P28062
PSMB9	"beta1i, LMP2, PSMB6i, RING12"	P28065
PSMC3	"RPT5, TBP-1, TBP1"	P17980
PSMC3IP	"GT198, Hop2, HUMGT198A, TBPIP"	Q9P2W1
PSMD12	"p55, Rpn5"	O00232
PSMG2	"CLAST3, HCCA3, HsT1707, MDS003, MGC15092, PAC2, TNFSF5IP1"	Q969U7
PSPH	PSP	P78330
PSTPIP1	"CD2BP1, CD2BP1L, CD2BP1S, H-PIP, PAPAS, PSTPIP"	O43586
PTCD3	"DKFZp666K071, FLJ20758"	Q96EY7
PTCH1	"BCNS, NBCCS, PTCH"	Q13635
PTCH2		Q9Y6C5
PTCHD1	FLJ30296	Q96NR3
PTDSS1	"KIAA0024, PSS1, PSSA"	P48651
PTEN	"BZS, MHAM, MMAC1, PTEN1, TEP1"	P60484
PTF1A	"bHLHa29, p48, PTF1-p48"	Q7RTS3
PTGDR	"DP, DP1, PTGDR1"	Q13258
PTGIS	"CYP8A1, PGIS"	Q16647
PTH	PTH1	P01270
PTH1R	"PTHR, PTHR1"	Q03431
PTHLH	"HHM, PLP, PTHR, PTHRP"	P12272
PTK2	"FADK, FAK, FAK1, PPP1R71"	Q05397
PTK2B	"CADTK, CAKB, FAK2, PTK, PYK2, RAFTK"	Q14289
PTPN11	"BPTP3, NS1, PTP2C, SH-PTP2, SHP-2, SHP2"	Q06124
PTPN14	"PEZ, PTPD2"	Q15678
PTPN22	"Lyp, Lyp1, Lyp2, PTPN8"	Q9Y2R2
PTPN23	"DKFZP564F0923, HD-PTP, KIAA1471"	Q9H3S7
PTPRC	"CD45, GP180, LCA, T200"	P08575
PTPRF	LAR	P10586
PTPRN	"IA-2, ICA512"	Q16849
PTPRN2	"IA-2beta, ICAAR, KIAA0387, phogrin"	Q92932
PTPRO	"GLEPP1, NPHS6, PTP-oc, PTP-U2, PTPU2"	Q16827
PTRH2	"BIT1, CFAP37, CGI-147, PTH2"	Q9Y3E5
PTS	PTPS	Q03393
PUF60	"FIR, RoBPI, SIAHBP1"	Q9UHX1
PUM1	"KIAA0099, PUMH1"	Q14671
PURA	"PUR-ALPHA, PUR1, PURALPHA"	Q00577
PUS1	MLASA1	Q9Y606
PUS3	"DEG1, FKSG32"	Q9BZE2
PUS7	FLJ20485	Q96PZ0
PXDN	"D2S448, D2S448E, KIAA0230, MG50, PRG2, PXN"	Q92626
PYCR1	P5C	P32322
PYCR2	P5CR2	Q96C36
PYGL	GSD6	P06737
PYGM	GSD5	P11217
PYROXD1	"DKFZp762G094, FLJ22028"	Q8WU10
PYURF	PreY	Q96I23
QARS1	QARS	P47897
QDPR	"DHPR, PKU2, SDR33C1"	P09417
QRICH1	"AB-DIP, FLJ20259, VERBRAS"	Q2TAL8
QRICH2	DKFZP434P0316	Q9H0J4
QRSL1	"DKFZP564C1278, FLJ10989, FLJ12189, FLJ13447, GatA"	Q9H0R6
RAB11B	H-YPT3	Q15907
RAB18		Q9NP72
RAB23		Q9ULC3
RAB27A	"GS2, HsT18676, RAB27, RAM"	P51159
RAB28		P51157
RAB33B	DKFZP434G099	Q9H082
RAB39B	"MRX72, WSN"	Q96DA2
RAB3GAP1	"KIAA0066, RAB3GAP, RAB3GAP130, WARBM1"	Q15042
RAB3GAP2	"DKFZP434D245, KIAA0839, RAB3-GAP150, SPG69"	Q9H2M9
RAB5IF	"C20orf24, PNAS-11, RCAF1, RIP5"	Q9BUV8
RAB7A	"CMT2B, RAB7"	P51149
RABGAP1L	"FLJ38519, HHL, KIAA0471, TBC1D18"	"B7ZAP0, Q5R372"
RABL3	MGC23920	Q5HYI8
RAC1	"p21-Rac1, Rac-1, TC-25"	P63000
RAC2	EN-7	P15153
RAC3		P60763
RACGAP1	"CYK4, MgcRacGAP"	Q9H0H5
RAD21	"hHR21, KIAA0078, SCC1"	O60216
RAD50	"hRad50, RAD50-2"	Q92878
RAD51	"BRCC5, FANCR, HsRad51, HsT16930, RAD51A, RECA"	Q06609
RAD51B	"hREC2, R51H2, RAD51L1, REC2"	O15315
RAD51C	"FANCO, RAD51L2"	O43502
RAD51D	"HsTRAD, R51H3, RAD51L3, Trad"	O75771
RAF1	"c-Raf, CRAF, Raf-1"	P04049
RAG1	"MGC43321, RNF74"	P15918
RAG2		P55895
RAI1	"DKFZP434A139, KIAA1820, MGC12824, SMCR, SMS"	Q7Z5J4
RALA	RAL	P11233
RALGAPA1	"DKFZp667F074, GARNL1, GRIPE, KIAA0884, RalGAPalpha1, Tulip1"	Q6GYQ0
RALGPS2	"FLJ10244, FLJ25604, KIAA0351"	Q86X27
RANBP2	"ADANE, ANE1, NUP358"	P49792
RAP1GDS1	SmgGDS	P52306
RAPGEF2	"DKFZP586O1422, KIAA0313, PDZ-GEF1, PDZGEF1, RA-GEF"	Q9Y4G8
RAPSN	"CMS1D, CMS1E, RNF205"	Q13702
RARA	"NR1B1, RAR, RAR-alpha, RARalpha"	P10276
RARB	"HAP, NR1B2, RAR-beta, RARbeta, RRB2"	P10826
RARS1	"DALRD1, RARS"	P54136
RARS2	"DALRD2, dJ382I10.6, MGC14993, MGC23778, PRO1992, RARSL"	Q5T160
RASA1	"CM-AVM, GAP, p120, p120GAP, p120RASGAP, RASA"	P20936
RASGRP1	"CalDAG-GEFII, RASGRP"	O95267
RASGRP2	CALDAG-GEFI	Q7LDG7
RASSF8	"C12orf2, HoJ-1"	Q8NHQ8
RAX	"RAX1, RX"	Q9Y2V3
RAX2	"ARMD6, CORD11, MGC15631, RAXL1"	Q96IS3
RB1	"OSRC, PPP1R130, RB"	P06400
RBBP8	"COM1, CtIP, RIM, SCKL2"	Q99708
RBCK1	"C20orf18, HOIL1, RBCK2, RNF54, UBCE7IP3, XAP4, ZRANB4"	Q9BYM8
RBL2	"p130, Rb2"	Q08999
RBM10	"DXS8237E, GPATC9, GPATCH9, KIAA0122, S1-1, ZRANB5"	P98175
RBM12	"HRIHFB2091, KIAA0765, SWAN"	Q9NTZ6
RBM15	"OTT, OTT1"	Q96T37
RBM20		Q5T481
RBM28	FLJ10377	Q9NW13
RBM8A	"BOV-1A, BOV-1B, BOV-1C, RBM8, RBM8B, Y14, ZNRP"	Q9Y5S9
RBMX	"hnRNP-G, HNRNPG, RNMX"	P38159
RBP3	"D10S64, D10S65, D10S66, RP66"	P10745
RBP4		P02753
RBPJ	"CBF1, IGKJRB, IGKJRB1, KBF2, RBP-J, RBPJK, RBPSUH, SUH"	Q06330
RC3H1	"KIAA2025, RNF198, roquin, RP5-1198E17.5"	Q5TC82
RCBTB1	"CLLD7, CLLL7, FLJ10716"	Q8NDN9
RCC1L	WBSCR16	Q96I51
RD3	"C1orf36, LCA12"	Q7Z3Z2
RDH11	"ARSDR1, MDT1, SDR7C1"	Q8TC12
RDH12	"FLJ30273, LCA13, RP53, SDR7C2"	Q96NR8
RDH5	"HSD17B9, RDH1, SDR9C5"	Q92781
RDX	DFNB24	P35241
REC114	"C15orf60, CT147, FLJ27520, FLJ36860, FLJ44083, LOC283677"	Q7Z4M0
RECQL4	RecQ4	O94761
REEP1	"C2orf23, FLJ13110, SPG31, Yip2a"	Q9H902
REEP2	"C5orf19, SGC32445, SPG72, Yip2d"	Q9BRK0
REEP6	"C19orf32, DP1L1, FLJ25383, Yip2f"	Q96HR9
REL	"c-Rel, HIVEN86A, I-Rel"	Q04864
RELA	"NFKB3, p65"	Q04206
RELB	REL-B	Q01201
RELN	"PRO1598, RL"	P78509
RELT	"FLJ14993, TNFRSF19L"	Q969Z4
REN		P00797
REPS1		Q96D71
RERE	"ARG, ARP, ATN1L, ATN2, DNB1, KIAA0458"	Q9P2R6
REST	"DFNA27, NRSF, XBR"	Q13127
RET	"CDHF12, CDHR16, HSCR1, MEN2A, MEN2B, MTC1, PTC, RET51"	P07949
RETREG1	"FAM134B, FLJ20152, JK1"	Q9H6L5
RFC1	"A1, MHCBFB, PO-GA, RFC140"	P35251
RFC2	"A1, RFC40"	P35250
RFT1	CDG1N	Q96AA3
RFWD3	"FANCW, FLJ10520, RNF201"	Q6PCD5
RFX5		P48382
RFX6	"dJ955L16.1, MGC33442, RFXDC1"	Q8HWS3
RFXANK	"ANKRA1, BLS, F14150_1, MGC138628, RFX-B"	O14593
RFXAP		O00287
RGR	RP44	P47804
RGS4	SCZD9	P49798
RGS9	"MGC111763, MGC26458, PERRS, RGS9L"	O75916
RGS9BP	"FLJ45744, PERRS, R9AP"	Q6ZS82
RHAG	"CD241, RH50A, SLC42A1"	Q02094
RHBDF2	"FLJ22341, iRhom2, RHBDL5, RHBDL6, TOC, TOCG"	Q6PJF5
RHCE	"CD240CE, RH"	P18577
RHD	"CD240D, DIIIc, RH, Rh30a, Rh4, RhII, RhPI"	Q02161
RHO	"CSNBAD1, OPN2, RP4"	P08100
RHOA	"ARH12, ARHA, Rho12, RHOH12"	P61586
RHOBTB2	"DBC2, KIAA0717"	Q9BYZ6
RHOH	"ARHH, TTF"	Q15669
RIC1	"bA207C16.1, KIAA1432"	Q4ADV7
RIGI	"DDX58, DKFZp434J1111, FLJ13599, RIG-1, RIG-I, RIG1"	O95786
RILPL1	FLJ39378	Q5EBL4
RIMS1	"CORD7, KIAA0340, RAB3IP2, RIM, RIM1"	Q86UR5
RIMS2	"KIAA0751, OBOE, RAB3IP3, RIM2"	Q9UQ26
RIN2	RASSF4	Q8WYP3
RINT1	"FLJ11785, RINT-1"	Q6NUQ1
RIPK1	"RIP, RIP-1, RIP1"	Q13546
RIPK4	"ANKK2, ANKRD3, DIK, PKK, RIP4"	P57078
RIPOR2	"C6orf32, DIFF48, FAM65B, KIAA0386, MYONAP"	Q9Y4F9
RIPPLY2	"C6orf159, dJ237I15.1"	Q5TAB7
RIT1	"MGC125864, MGC125865, RIBB, RIT, ROC1"	Q92963
RLBP1	CRALBP	P12271
RLIM	"MGC15161, NY-REN-43, RNF12"	Q9NVW2
RMI2	"BLAP18, C16orf75, MGC24665"	Q96E14
RMND1	"bA351K16.3, C6orf96, FLJ20627, RMD1"	Q9NWS8
RNASEH1		O60930
RNASEH2A	"AGS4, RNASEHI, RNHIA, RNHL"	O75792
RNASEH2B	"AGS2, DLEU8, FLJ11712"	Q5TBB1
RNASEH2C	"AGS3, AYP1"	Q8TDP1
RNASET2	"bA514O12.3, FLJ10907, RNASE6PL"	O00584
RNF113A	"Cwc24, RNF113, ZNF183"	O15541
RNF125	FLJ20456	Q96EQ8
RNF13	RZF	O43567
RNF139	"HRCA1, RCA1, TRC8"	Q8WU17
RNF146	"dactylidin, dJ351K20.1, DKFZp434O1427"	Q9NTX7
RNF168	FLJ35794	Q8IYW5
RNF170	"ADSA, DKFZP564A022, SNAX1"	Q96K19
RNF2	"BAP-1, BAP1, DING, HIPI3, RING1B, RING2"	Q99496
RNF212	"FLJ38841, LOC285498"	Q495C1
RNF213	"ALO17, C17orf27, KIAA1554, KIAA1618, MYMY2, NET57"	Q63HN8
RNF216	"TRIAD3, UBCE7IP1, ZIN"	Q9NWF9
RNF220	"C1orf164, FLJ10597"	Q5VTB9
RNF43	"DKFZp781H0392, FLJ20315, URCC"	Q68DV7
RNF6	DKFZp686P0776	Q9Y252
RNPC3	"FLJ20008, KIAA1839, RBM40, SNRNP65"	Q96LT9
ROBO2	KIAA1568	Q9HCK4
ROBO3	"FLJ21044, HGPPS, HGPS, RBIG1"	Q96MS0
ROBO4	"ECSM4, FLJ20798, MRB"	Q8WZ75
ROGDI	"FLJ22386, RAV2, ROGD1"	Q9GZN7
ROM1	"ROM, TSPAN23"	Q03395
ROR1	NTRKR1	Q01973
ROR2	"BDB, BDB1, NTRKR2"	Q01974
RORA	"NR1F1, ROR1, ROR2, ROR3, RZRA"	P35398
RORB	"NR1F2, ROR-BETA, RZRB"	Q92753
RORC	"NR1F3, RORG, RZRG, TOR"	P51449
ROS1	"c-ros-1, MCF3, ROS"	P08922
RP1	"DCDC4A, ORP1"	P56715
RP1L1	DCDC4B	Q8IWN7
RP2	"NM23-H10, NME10, TBCCD2"	O75695
RP9	PAP-1	Q8TA86
RPA1	"HSSB, REPA1, RF-A, RP-A, RPA70"	P27694
RPE65	"BCO3, LCA2, rd12, RP20"	Q16518
RPGR	"COD1, CORDX1, CRD, RP15, RP3"	Q92834
RPGRIP1	"CORD13, LCA6, RGI1, RPGRIP"	Q96KN7
RPGRIP1L	"CORS3, FTM, JBTS7, KIAA1005, MKS5, NPHP8, PPP1R134"	Q68CZ1
RPIA		P49247
RPL10	"DXS648, DXS648E, FLJ23544, L10, NOV, QM"	P27635
RPL10L		Q96L21
RPL11	"L11, uL5"	P62913
RPL13	"BBC1, D16S444E, L13"	P26373
RPL15	"EC45, L15, RPL10, RPLY10, RPYL10"	P61313
RPL18	L18	Q07020
RPL21	"DKFZp686C06101, FLJ27458, L21, MGC104274, MGC104275, MGC71252"	P46778
RPL26	L26	P61254
RPL27	L27	P61353
RPL35	L35	P42766
RPL35A	"eL33, GIG33, L35A"	P18077
RPL3L		Q92901
RPL5	"L5, PPP1R135, uL18"	P46777
RPL7A	"L7A, SURF3, TRUP"	P62424
RPS10	"MGC88819, S10"	P46783
RPS15A	S15A	P62244
RPS17	"MGC72007, RPS17L, RPS17L1, RPS17L2, S17"	P08708
RPS19	"DBA, eS19, LOH19CR1, S19"	P39019
RPS23	"S23, uS12"	P62266
RPS24	"eS24, S24"	P62847
RPS26	"eS26, S26"	P62854
RPS27	"MPS-1, MPS1, S27"	P42677
RPS28	"eS28, S28"	P62857
RPS29	"S29, uS14"	P62273
RPS6KA3	"CLS, HU-3, MRX19, RSK2"	P51812
RPS7	"eS7, S7"	P62081
RPSA	"37LRP, LAMR1, LRP, p40, SA"	P08865
RRAGC	"FLJ13311, GTR2"	Q9HB90
RRAS2	TC21	P62070
RRM2B	p53R2	Q7LG56
RRP7A	"CGI-96, Rrp7"	Q9Y3A4
RS1	"RS, XLRS1"	O15537
RSPH1	"CILD24, FLJ32753, RSP44, RSPH10A, TSGA2"	Q8WYR4
RSPH4A	"CILD11, dJ412I7.1, FLJ37974, RSHL3, RSPH6B"	Q5TD94
RSPH9	"C6orf206, CILD12, FLJ30845, MRPS18AL1"	Q9H1X1
RSPO1	"FLJ40906, RSPONDIN"	Q2MKA7
RSPO2	MGC35555	Q6UXX9
RSPO4	"C20orf182, dJ824F16.3"	Q2I0M5
RSPRY1	KIAA1972	Q96DX4
RSRC1	"BM-011, MGC12197, SFRS21, SRrp53"	Q96IZ7
RTEL1	"bK3184A7.3, C20orf41, DKFZP434C013, KIAA1088, NHL, RTEL"	Q9NZ71
RTN2	"NSP2, NSPL1, SPG12"	O75298
RTN4IP1	NIMP	Q8WWV3
RTN4R	NOGOR	Q9BZR6
RTTN	DKFZP434G145	Q86VV8
RUBCN	"KIAA0226, rubicon, rundataxin"	Q92622
RUNX1	"AML1, AMLCR1, CBFA2, PEBP2A2"	Q01196
RUNX1T1	"AML1T1, CBFA2T1, CDR, ETO, MTG8, ZMYND2"	Q06455
RUNX2	"AML3, CBFA1, CCD, CCD1, PEBP2A1, PEBP2aA1"	Q13950
RUSC2	KIAA0375	Q8N2Y8
RXFP2	"GPR106, GREAT, INSL3R, LGR8, RXFPR2"	Q8WXD0
RXYLT1	"HP10481, TMEM5"	Q9Y2B1
RYR1	"CCO, MHS, MHS1, PPP1R137, RYR"	P21817
RYR2	"ARVC2, ARVD2, VTSIP"	Q92736
S1PR2	"AGR16, DFNB68, EDG5, Gpcr13, H218"	O95136
SAA1	"PIG4, SAA, TP53I4"	P0DJI8
SAA2		P0DJI9
SACS	"ARSACS, DKFZp686B15167, DNAJC29, KIAA0730, PPP1R138, SPAX6"	Q9NZJ4
SAG	"ARRESTIN, RP47"	P10523
SALL1	"Hsal1, TBS, ZNF794"	Q9NSC2
SALL2	"Hsal2, KIAA0360, ZNF795"	Q9Y467
SALL4	"dJ1112F19.1, ZNF797"	Q9UJQ4
SAMD12	FLJ39458	Q8N8I0
SAMD9	"C7orf5, FLJ20073, KIAA2004"	Q5K651
SAMD9L	"C7orf6, FLJ39885, KIAA2005"	Q8IVG5
SAMHD1	"AGS5, HDDC1, Mg11, MOP-5, SBBI88"	Q9Y3Z3
SAR1B	SARA2	Q9Y6B6
SARDH	"DMGDHL1, SDH"	Q9UL12
SARS1	"SARS, SERS"	P49591
SARS2	"FLJ20450, mtSerRS, SARS, SARSM, SerRSmt, SERS, SYS"	Q9NP81
SASH1	"dJ323M4.1, KIAA0790, SH3D6A"	O94885
SASH3	"753P9, CXorf9, HACS2, SH3D6C, SLY"	O75995
SASS6	"DKFZp761A078, FLJ22097, SAS-6, SAS6"	Q6UVJ0
SAT1	"SAT, SSAT"	P21673
SATB1		Q01826
SATB2	"FLJ21474, KIAA1034"	Q9UPW6
SBDS	"CGI-97, FLJ10917, SDO1, SDS, SWDS"	Q9Y3A5
SBF1	"DENND7A, MTMR5"	O95248
SBF2	"CMT4B2, DENND7B, KIAA1766, MTMR13"	Q86WG5
SC5D	SC5DL	O75845
SCAPER	"Zfp291, ZNF291"	Q9BY12
SCARB2	"CD36L2, HLGP85, LIMP-2, LIMPII, SR-BII"	Q14108
SCARF2	"HUMZD58C02, SREC-II, SREC2"	Q96GP6
SCD5	"ACOD4, FADS4, FLJ21032, HSCD5, SCD4"	Q86SK9
SCN10A	"hPN3, Nav1.8, PN3, SNS"	Q9Y5Y9
SCN11A	"NaN, Nav1.9, SCN12A, SNS-2"	Q9UI33
SCN1A	"FEB3, GEFSP2, HBSCI, NAC1, Nav1.1, SCN1, SMEI"	P35498
SCN1B		Q07699
SCN2A	"HBSCI, HBSCII, Nav1.2, SCN2A1, SCN2A2"	Q99250
SCN2B		O60939
SCN3A	Nav1.3	Q9NY46
SCN3B	"HSA243396, SCNB3"	Q9NY72
SCN4A	"HYKPP, HYPP, Nav1.4, SkM1"	P35499
SCN4B	LQT10	Q8IWT1
SCN5A	"CDCD2, CMD1E, CMPD2, HB1, HB2, HBBD, HH1, ICCD, IVF, LQT3, Nav1.5, PFHB1, SSS1"	Q14524
SCN8A	"CerIII, CIAT, MED, NaCh6, Nav1.6, PN4"	Q9UQD0
SCN9A	"ETHA, Nav1.7, NE-NA, NENA, PN1"	Q15858
SCNN1A	"ENaCalpha, SCNN1"	P37088
SCNN1B	ENaCbeta	P51168
SCNN1G	"ENaCgamma, SCNEG"	P51170
SCO1	SCOD1	O75880
SCO2	"MYP6, SCO1L"	O43819
SCP2		P22307
SCRIB	"KIAA0147, SCRB1, Vartul"	Q14160
SCUBE3	"CEGF3, FLJ34743"	Q8IX30
SCYL1	"GKLP, HT019, MGC78454, NKTL, NTKL, P105, TAPK, TEIF, TRAP"	Q96KG9
SCYL2	"CVAK104, KIAA1360"	Q6P3W7
SDCCAG8	"BBS16, CCCAP, NPHP10, NY-CO-8, SLSN7"	Q86SQ7
SDHA	"FP, SDH2, SDHF"	P31040
SDHAF1	LYRM8	A6NFY7
SDHAF2	"C11orf79, FLJ20487, PGL2, SDH5"	Q9NX18
SDHB	"SDH, SDH1"	P21912
SDHC	"CYB560, cybL, PGL3"	Q99643
SDHD	"cybS, PGL, PGL1"	O14521
SDR9C7	"RDHS, SDR-O"	Q8NEX9
SEC23A		Q15436
SEC23B	"CDA-II, CDAII, CDAN2, HEMPAS"	Q15437
SEC24D	KIAA0755	O94855
SEC31A	"ABP125, ABP130, KIAA0905, SEC31L1"	O94979
SEC61A1		P61619
SEC61B		P60468
SEC63	"DNAJC23, ERdj2, PRO2507, SEC63L"	Q9UGP8
SECISBP2	SBP2	Q96T21
SELENBP1	"hSBP, hSP56, LPSB"	Q13228
SELENOI	"EPT1, KIAA1724, SELI, SEPI"	Q9C0D9
SELENON	"MDRS1, RSMD1, RSS, SELN, SEPN1"	Q9NZV5
SELENOT	SELT	P62341
SELP	"CD62, CD62P, GMP140, GRMP, PADGEM, PSEL"	P16109
SEMA3A	"coll-1, Hsema-I, SEMA1, SEMAD, SemD"	Q14563
SEMA4A	"CORD10, FLJ12287, SEMAB, SemB"	Q9H3S1
SEMA6B	"SEM-SEMA-Z, SEMA-VIB, SEMAN, semaZ"	Q9H3T3
SEMA7A	"CD108, H-Sema-L, SEMAL"	O75326
SEPSECS	"SecS, SLA, SLA-p35, SLA/LP"	Q9HD40
SEPTIN11	"FLJ10849, SEPT11"	Q9NVA2
SEPTIN12	"FLJ25410, SEPT12"	Q8IYM1
SEPTIN9	"AF17q25, KIAA0991, MSF, MSF1, PNUTL4, SEPT9, SeptD1"	Q9UHD8
SERAC1	FLJ14917	Q96JX3
SERPINA1	"A1A, A1AT, AAT, alpha-1-antitrypsin, alpha1AT, PI, PI1"	P01009
SERPINA6	CBG	P08185
SERPINB6	"CAP, DFNB91, PI6, PTI"	P35237
SERPINB7		O75635
SERPINB8	"CAP2, PI8"	P50452
SERPINC1	"AT3, ATIII, MGC22579"	P01008
SERPIND1	"D22S673, HC-II, HC2, HCF2, HLS2"	P05546
SERPINE1	"PAI, PAI1, PLANH1"	P05121
SERPINF1	"EPC-1, PEDF, PIG35"	P36955
SERPINF2	"A2AP, AAP, ALPHA-2-PI, alpha2AP, API, PLI"	P08697
SERPING1	"C1-INH, C1IN, C1INH, C1NH, HAE1, HAE2"	P05155
SERPINH1	"CBP1, CBP2, HSP47, SERPINH2"	P50454
SERPINI1	PI12	Q99574
SET	"2PP2A, IGAAD, IPP2A2, PHAPII, TAF-I, TAF-IBETA"	Q01105
SETBP1	"KIAA0437, SEB"	Q9Y6X0
SETD1A	"KIAA0339, KMT2F, Set1, SET1A"	O15047
SETD1B	"KIAA1076, KMT2G, Set1B"	Q9UPS6
SETD2	"FLJ23184, HIF-1, HYPB, KIAA1732, KMT3A"	Q9BYW2
SETD5	"FLJ10707, SETD5A"	Q9C0A6
SETX	"ALS4, AOA2, KIAA0625, SCAR1, Sen1, STEX"	Q7Z333
SF3B2	"Cus1, SAP145, SF3b1, SF3b145"	Q13435
SF3B4	"Hsh49, SAP49, SF3b49"	Q15427
SFPQ	"PPP1R140, PSF"	P23246
SFRP4	"FRP-4, frpHE, FRZB-2"	Q6FHJ7
SFTPA1	"COLEC4, SFTP1, SP-A, SP-A1"	Q8IWL2
SFTPA2	"COLEC5, SP-A2"	Q8IWL1
SFTPB	"SFTP3, SP-B"	P07988
SFTPC	"BRICD6, PSP-C, SFTP2, SMDP2, SP-C"	P11686
SFXN4	SLC56A4	Q6P4A7
SGCA	"A2, adhalin, ADL, DMDA2, LGMD2D, SCARMD1"	Q16586
SGCB	"A3b, LGMD2E, SGC"	Q16585
SGCD	"CMD1L, DAGD, LGMD2F"	Q92629
SGCE	DYT11	O43556
SGCG	"A4, DAGA4, DMDA, DMDA1, LGMD2C, MAM, MGC130048, SCARMD2, SCG3, TYPE"	Q13326
SGMS2	"MGC26963, SMS2"	Q8NHU3
SGO1	"NY-BR-85, SGOL1"	Q5FBB7
SGPL1	SPL	O95470
SGSH	"HSS, MPS3A, SFMD"	P51688
SH2B3	"IDDM20, LNK"	Q9UQQ2
SH2D1A	"DSHP, EBVS, IMD5, LYP, MTCP1, SAP, XLP, XLPD"	O60880
SH3BGRL	MGC117402	O75368
SH3BP2	"CRBM, RES4-23"	P78314
SH3GL1	"CNSA1, EEN, MGC111371, SH3D2B, SH3P8"	Q99961
SH3KBP1	CIN85	Q96B97
SH3PXD2B	"FLJ20831, KIAA1295"	A1X283
SH3TC2	"CMT4C, KIAA1985"	Q8TF17
SHANK2	"CORTBP1, CTTNBP1, ProSAP1, SHANK, SPANK-3"	Q9UPX8
SHH	"HHG1, HLP3, HPE3, MCOPCB5, SMMCI, TPT, TPTPS"	Q15465
SHMT2	"mSHMT, SHMT"	P34897
SHOC1	"C9orf84, FLJ32779, MZIP2, Zip2"	Q5VXU9
SHOC2	"KIAA0862, SOC-2, SOC2, SUR-8, SUR8"	Q9UQ13
SHOX	"GCFX, PHOG, SHOXY, SS"	O15266
SHPK	"CARKL, SHK"	Q9UHJ6
SHQ1	"FLJ10539, Shq1p"	Q6PI26
SHROOM4	KIAA1202	Q9ULL8
SI		P14410
SIAE	"CSE-C, LSE, MGC87009, YSG2"	Q9HAT2
